text,image_path,rationales
Hundreds dead in Iran #earthquake https://t.co/FxhNqNt8qK,data_image/iraq_iran_earthquake/13_11_2017/930064023101591552_0.jpg,
"In central Mexico, earthquake survivors face extensive damage https://t.co/htFnrxvGCM #USPolitics via @NewsHour https://t.co/PwskksUOrb",data_image/mexico_earthquake/24_9_2017/912067509045518336_0.jpg,
RT @Newsweek: Older victims of Hurricane Harvey need special attention | Opinion https://t.co/PHTZyiPOCS https://t.co/IVjrC7dAAE,data_image/hurricane_harvey/3_9_2017/904397842386739200_0.jpg,
"#News via #FOXNEWS ""California wildfires make searching for missing tough"" https://t.co/P5bFKQ6hIQ https://t.co/01qlbznzYt",data_image/california_wildfires/12_10_2017/918394712842735616_0.jpg,
There are still hundreds of thousands in Puerto Rico who don't have access to basic services https://t.co/APyNpI3oPC https://t.co/3jPcW8BDUX,data_image/hurricane_maria/20_10_2017/921343260076969985_0.jpg,
Our Hurricane Irma Survival Moments Video | Bhavna's Kitchen https://t.co/Ga5xYn2xvE https://t.co/s2ej9ffWfQ,data_image/hurricane_irma/18_9_2017/909730737401716736_0.jpg,
"Cyclone Mora : 4 killed in Manipur, 140 houses destroyed in Mizoram :: https://t.co/dMlEngezZ4 https://t.co/NIeyQeLkwt",data_image/srilanka_floods/2_6_2017/870559283880112128_1.jpg,
Sunday evening a earthquake west of Iran. Many people lost their lives. https://t.co/o9TWvoQHAF,data_image/iraq_iran_earthquake/13_11_2017/930025819975618560_0.jpg,
Bangladesh: Rohingya Refugees Suffer After-Effects of Cyclone Mora https://t.co/oIzv5sCNRq https://t.co/2eTtlYcDuI,data_image/srilanka_floods/1_6_2017/870389707418599426_0.jpg,
the #earthquake killed more than 300 and wounded thousands in Kurdish region in #Iran &amp; #Iraq #BBCNews https://t.co/BozTlqs7fJ,data_image/iraq_iran_earthquake/13_11_2017/929994458153803776_1.jpg,
RT @Anti_DJTrump: Harvey takes psychological toll on survivors https://t.co/EifBN6zsrp #p2 #ctl https://t.co/il6aHvT2iq — #Resist (Zaibats…,data_image/hurricane_harvey/4_9_2017/904499710156791808_0.jpg,
RT @defendernetwork: Dealing with survivor guilt after Hurricane Harvey https://t.co/6PXPVmM3lf https://t.co/va0kGQd02v,data_image/hurricane_harvey/6_9_2017/905292553444052994_0.jpg,
"After Harvey and Irma, people of color face displacement https://t.co/ItdznKh5sa https://t.co/IBWFJLTCOj",data_image/hurricane_irma/17_9_2017/909406889368276993_0.jpg,
"In Jojutla, Mexico, earthquake left hundreds homeless and hungry #TODAY https://t.co/jg6RFv8oHs https://t.co/iHUOYb0eEE",data_image/mexico_earthquake/23_9_2017/911734518897311744_0.jpg,
"After Hurricane Maria, still homeless in San Juan, but now with food and a view –… https://t.co/ou5gyJMsij https://t.co/a7nmc4Ud3w",data_image/hurricane_maria/23_10_2017/922579252704358405_0.jpg,
Finally finished with walls! Now on to sorting losses #Harvey #HoustonStrong #NewSeason https://t.co/Sscz9aDQLl,data_image/hurricane_harvey/15_9_2017/908566528898895872_1.jpg,
@WPBF25News large tree down in #boyntonbeach just came out of a tornado warning @WPBF25News #HurrcaneIrma https://t.co/i9Ho05wo3M,data_image/hurricane_harvey/10_9_2017/906801256127254529_0.jpg,
Tree down from tornado in plantation! @nbc6 https://t.co/EQPeFtr3E7,data_image/hurricane_harvey/9_9_2017/906635791778160640_2.jpg,
RT @VABVOX: #California is on fire &amp; no one except the people losing everything seem to care. https://t.co/rR87UUrhnd,data_image/california_wildfires/10_10_2017/917811151320338433_0.jpg,
California wildfires have been devastatingly arbitrary. Some houses stand amid a sea of ash. https://t.co/Txb1VTpr6b https://t.co/qKbOGVixJ0,data_image/california_wildfires/15_10_2017/919576955523096578_0.jpg,
Florida has been destroyed by Hurricane Irma... https://t.co/R7bEYDTYDR,data_image/hurricane_irma/7_9_2017/905636901306163200_3.jpg,
This viral before-and-after photo shows the harrowing damage of California wildfires https://t.co/TSAiy3Yry7 https://t.co/PmWWnaKRwR,data_image/california_wildfires/10_10_2017/917822041079861248_0.jpg,
Chemical plant explodes from Harvey damage https://t.co/6amGi5O6gS via @InsuranceBizUS https://t.co/CooWUwRq5O,data_image/hurricane_harvey/8_9_2017/906113658442403840_0.jpg,
"Sums it up in one pic: submerged car, HPD high water rescue, kayaker. #Houston #abc13 #Harvey https://t.co/HIyBHpI1SJ",data_image/hurricane_harvey/27_8_2017/901804807303954432_0.jpg,
Wildfires take toll on precious California housing https://t.co/PdStSlCMSU,data_image/california_wildfires/18_10_2017/920706580311625728_0.jpg,
Mexico earthquake hit church d . #TISNews Click Link- https://t.co/zV7fmgXnex https://t.co/kFt7rgCvp2,data_image/mexico_earthquake/24_9_2017/911938986297499648_0.jpg,
This van is smashed from flying debris #HurricaneMaria https://t.co/EqBMDOi2eD,data_image/hurricane_maria/25_9_2017/912409535918288896_0.jpg,
Our yard after Hurricane Irma. #IrmaGerd https://t.co/r4qLh7Ebqh,data_image/hurricane_irma/18_9_2017/909890256299745280_1.jpg,
"The #WildomarFire burns hundreds of acres near Lake Elsinore, California. Structuresâ€¦ https://t.co/mpaJ0F5HVP https://t.co/FHfMEOJYg1",data_image/california_wildfires/26_10_2017/923694395303477248_0.jpg,
"9 days No Electricity, No phone calls, No Internet, No Chatting, No Fresh Water.... Miss you all so much! #FloodSL https://t.co/SX3MLUzrv4",data_image/srilanka_floods/4_6_2017/871220595928834049_0.jpg,
"California wildfires hit wine country, burning hotels and threatening vineyards https://t.co/d7CzatbrPR",data_image/california_wildfires/10_10_2017/917818995377569793_0.jpg,
Hurricane Irma debris cleanup in Central Florida could take months https://t.co/zlmZzLTet2 https://t.co/OTjEVOhlHW,data_image/hurricane_irma/19_9_2017/910260755131285504_0.jpg,
Workers restoring thousands of miles of power lines in Puerto Rico https://t.co/eFtiqzIewY https://t.co/zAHhpwvd1w,data_image/hurricane_maria/24_10_2017/922911846457364481_0.jpg,
RT @ZIabulHq: Consequences after Cyclone Mora destroyed the Refugees Houses. #Pray_For_Rohingya. https://t.co/NJ7RIsELH7,data_image/srilanka_floods/1_6_2017/870331956415909890_1.jpg,
RT @KAKEnews: California wildfires destroy more than 50 structures: https://t.co/IkSrNpmT83 #KAKEnews https://t.co/8risKwbBqr,data_image/california_wildfires/10_10_2017/917793137925459968_2.jpg,
Our boardwalk through the Cypress tree preserve sustained heavy damage from #Irma ὢD. We will rebuild. @LeeSchools https://t.co/MnyF000pjG,data_image/hurricane_irma/18_9_2017/909888420905930754_1.jpg,
"Day 5 in storm-ravaged, blacked-out #PuertoRico: `This is chaos' https://t.co/rSVIfXMXU5 #Maria https://t.co/l0BUWEomxV",data_image/hurricane_maria/25_9_2017/912420533689610242_0.jpg,
"@dpanabaker Even though #HurricaneHarvey destroyed my apartment, I was able to save my favorite shirt https://t.co/4NsoT1mDol",data_image/hurricane_harvey/12_9_2017/907720093806858241_0.jpg,
@jstar79 @atxwxgirl @lastcrazyhorn @tlm101 trees that fell near my apartment complex due to hurricane Irma! https://t.co/b9nkYGEdmk,data_image/hurricane_irma/18_9_2017/909715026872762368_0.jpg,
"Damage from #HurricaneMaria in St. Thomas, #USVI. Photo credit: Conn Davis. https://t.co/uLyCmCvzfg",data_image/hurricane_maria/25_9_2017/912312190626971648_0.jpg,
The pedestrian bridges over #BuffaloBayouPark are underwater in some spots. #HurricaneHarvey @HoustonChron https://t.co/baDZZ75OiS,data_image/hurricane_harvey/27_8_2017/901826643311951874_0.jpg,
RT @AdventistReview: Redwood Adventist Academy Destroyed by California Wildfire https://t.co/gq3pocXKBp https://t.co/4BaiNOYJFl,data_image/california_wildfires/16_10_2017/919895719691112448_0.jpg,
RT @Anaridis: FEMA releases images of the devastation left by Hurricane Irma on the USVI of St. Thomas. @cbsboston https://t.co/EHE89AdD00,data_image/hurricane_irma/17_9_2017/909377586052124674_1.jpg,
#Harvey Relief Tops $200 Million as Irma Menaces Southeast https://t.co/Xw0GkiJHwr #disasterrelief https://t.co/CTeyOO4Ex1,data_image/hurricane_harvey/6_9_2017/905407906757181440_0.jpg,
My car lost against Hurricane Maria when 60ft palm tree fell on top of it! https://t.co/bmhN0OrIfX,data_image/hurricane_maria/21_9_2017/910701367550992386_1.jpg,
"Parque del Indio, Condado before and after hurricane #maria https://t.co/guSbW4su5J",data_image/hurricane_maria/20_9_2017/910549105151275008_1.jpg,
Dodged a lot of fallen trees on this morning's detour #IRMA https://t.co/DCVc18wUbs,data_image/hurricane_irma/19_9_2017/910169542718091265_1.jpg,
At six a look at how Harvey is impacting crops in the Brazos Bottom. @KBTXNews @KBTXWeather https://t.co/sEfxyHgA8F,data_image/hurricane_harvey/13_9_2017/908100686273024000_1.jpg,
[RECOMMENDED] Wrap-up of damages in P.R. caused by Hurricane Irma - https://t.co/VAJOnygU7T https://t.co/KGlM3oa8GM,data_image/hurricane_irma/17_9_2017/909431758822739969_0.jpg,
RT @will__grant: Canals instead of streets in Havana's Vedado district. #Irma https://t.co/tqckhIaFQd,data_image/hurricane_irma/10_9_2017/906927330555305984_0.jpg,
my uncles house after hurricane Irma...support is still needed for Puerto Ricoá½¤Fá¼¿Bá½¢D https://t.co/DdXI3LU45E,data_image/hurricane_maria/22_10_2017/922228467613171713_0.jpg,
Raw: New footage emerges of horror building collapse during Mexico earthquake https://t.co/c9YeANFqYE https://t.co/Oy6JFoSONH,data_image/mexico_earthquake/1_10_2017/914610405707677697_0.jpg,
"@LeeGoldbergABC7 We had a similar scene in St Thomas during Irma, this boat washed ashore https://t.co/xGLBBtu2cD",data_image/hurricane_irma/19_9_2017/909971209290440706_0.jpg,
We urge homeowners dealing with losses caused by #Irma &amp; #Harvey to be vigilant with their insurance companies‚Ä¶ https://t.co/c1fWvQBfc6,data_image/hurricane_irma/18_9_2017/909769034002042881_0.jpg,
Flooding in #Houston. North Braeswood @ Mullins. Almost 30 inches height. #Harvey https://t.co/tjdFXN3Pdp,data_image/hurricane_harvey/27_8_2017/901663058388504576_0.jpg,
"Fast-moving wildfires devour buildings, spur evacuations in Northern California https://t.co/d9nCGjb1j4 https://t.co/xwiGWsylbD",data_image/california_wildfires/11_10_2017/918009550409752576_0.jpg,
RT @ndn: Video: Hurricane Irma damages Corkscrew Swamp Sanctuary https://t.co/L7ntJ55a70 https://t.co/XHPUaeVO7X,data_image/hurricane_irma/18_9_2017/909773761951551488_0.jpg,
Puerto Rico’s infrastructure will be rebuilt by a 2-person company with ties to Ryan Zinke https://t.co/f6Q7bqzM1B https://t.co/IztLvwTZPj,data_image/hurricane_maria/24_10_2017/922955907474042880_0.jpg,
Houston refinery â€˜significantly underestimatedâ€™ amount of toxic chemicals releasedâ€¦ https://t.co/D7u9tIT3Ae https://t.co/5VSC2ZqrPM,data_image/hurricane_harvey/15_9_2017/908723134781517824_0.jpg,
Pics from Facebook page St. Croix Hurricane Maria Check in. Extensive damage #Maria @cnn @weatherchannel @maddow https://t.co/c3pciH5rYH,data_image/hurricane_maria/20_9_2017/910538720117391360_1.jpg,
"In this photo, the Rev. Mark Goring surveys damage from #HurricaneHarvey at a church community center in Houston. https://t.co/ImcIvnqTNw",data_image/hurricane_harvey/4_9_2017/904780104953417728_0.jpg,
Our yard after Hurricane Irma. #IrmaGerd https://t.co/r4qLh7Ebqh,data_image/hurricane_irma/18_9_2017/909890256299745280_0.jpg,
[Blog] Hurricane Irma: Atlantic’s seasonal hurricane devastates Florida | Rimsha Khan https://t.co/5Hz88HqGTB… https://t.co/Tz6w8zhtjn,data_image/hurricane_irma/17_9_2017/909383783438307328_0.jpg,
#StormAlert9 possible tornado in Winter Park? Tree uprooted and whole wall collapsed. Weird! https://t.co/QAzbaii9Ht,data_image/hurricane_harvey/11_9_2017/907252873565757441_0.jpg,
"A road is seen washed away by Hurricane Maria outside the municipality of Barranquitas, Puerto Rico https://t.co/IPRIss5BDz",data_image/hurricane_maria/10_11_2017/929059311501881344_0.jpg,
"Hurricane Harvey Evacuees Are Returning Home to Face Destruction: ""It’s Sickening"" - https://t.co/Aed1adOYzh https://t.co/t33mC1EpMp",data_image/hurricane_harvey/3_9_2017/904289771421237248_0.jpg,
Florida has been destroyed by Hurricane Irma... https://t.co/R7bEYDTYDR,data_image/hurricane_irma/7_9_2017/905636901306163200_1.jpg,
RT @AmichaiStein1: #BREAKING: Hurricane Irma destroys '95%' of French part of Caribbean island St Martin: official https://t.co/xPfMKJJIcJ,data_image/hurricane_irma/7_9_2017/905630580745830400_2.jpg,
Finally finished with walls! Now on to sorting losses #Harvey #HoustonStrong #NewSeason https://t.co/Sscz9aDQLl,data_image/hurricane_harvey/15_9_2017/908566528898895872_2.jpg,
"Houston was built for cars. What happens when #Harvey destroys 250,000 vehicles? https://t.co/zixLAlHjdy https://t.co/8ybWt5TqAe",data_image/hurricane_harvey/19_9_2017/910262990540242944_0.jpg,
RT @GioBenitez: Our window just cracked. Moving to other side of building. #Irma https://t.co/wwxwnnu42S,data_image/hurricane_irma/10_9_2017/906927950938873856_0.jpg,
California wildfires burns school for kids with autism https://t.co/km3HHHyFy4 https://t.co/iRKLI2WWDs,data_image/california_wildfires/20_10_2017/921372419503415296_0.jpg,
#Cyclone Mora damages over 200 school buildings in #Maungdaw &gt; #Myanmar &gt; https://t.co/gk9xserkiC https://t.co/Aa2bXoP1U7,data_image/srilanka_floods/6_6_2017/872044691885305858_0.jpg,
"RT @JMilesKHOU: Rockport, TX damage via @StormVisuals. Feeling for those folks #HurricaneHarvey #khou11 https://t.co/uoOuBEzPl0",data_image/hurricane_harvey/27_8_2017/901655097293377536_3.jpg,
#PuertoRico - All Salesian structures have been hit by #HurricaneMaria https://t.co/bMctymncnm https://t.co/fOYkNm2VYP,data_image/hurricane_maria/25_9_2017/912337650278916097_0.jpg,
Damage from Irma at Our House. ὡ4 Atleast It's Property Damage that can be Fixed. #IrmaAWeekLater https://t.co/SvAUAI1Cdw,data_image/hurricane_irma/19_9_2017/910201716934574081_0.jpg,
"Iraq, Earthquake on 12-11-2017, The damage that hit the castle of Shirwana archaeological in Kalar - Sulaymaniyah. https://t.co/zMMR1SmnXl",data_image/iraq_iran_earthquake/14_11_2017/930347490263666688_1.jpg,
Reuters-Saint Martin devastated by Irma https://t.co/hzr78byVZ8 @Reuters https://t.co/yAh7wf8hKo,data_image/hurricane_irma/17_9_2017/909398796928303104_2.jpg,
"RT @METALOCUS: Satellite Images Show 1,800 Buildings Destroyed by Fire in Santa Rosa https://t.co/sfCiNyeAE7 https://t.co/MC0axi0M0a",data_image/california_wildfires/16_10_2017/920020172823515137_0.jpg,
RT @MikeWCNC: Many streets here on Folly have water. Tornado threat now over for the moment. https://t.co/8eWh1kzXqZ,data_image/hurricane_harvey/11_9_2017/907315724275695616_0.jpg,
NAVFAC Southeast damage assessment team in #PuertoRico checking out damage to facilities caused by #HurricaneMaria. https://t.co/1SU0LjTUG6,data_image/hurricane_maria/3_10_2017/915215052176789504_1.jpg,
Hurricane Maria continues destructive path through The Caribbean https://t.co/vpVqIKUjm2 https://t.co/Qsl8vjOlLf,data_image/hurricane_maria/20_9_2017/910572551071440896_0.jpg,
RT @PaulHyde7: Irma snaps tree into two near Anderson University. @GreenvilleNews @independentmail https://t.co/e4b0QFatrO,data_image/hurricane_irma/18_9_2017/909779022644727808_1.jpg,
Island hotel lashed by brutal wind and driving rain https://t.co/nSIbzJQnfs #USNews #USRC https://t.co/Otjvyo7MaZ,data_image/hurricane_irma/7_9_2017/905695796422684673_0.jpg,
The damage from hurricane \Harvey\ and \Irma\ could reach $290 billion: https://t.co/JoTimWpUjd https://t.co/hEXCdjFLl5 #news #Russia,data_image/hurricane_harvey/12_9_2017/907435657882226689_0.jpg,
Two weeks after #Harvey: Miles upon miles of gutted homes. So sad... https://t.co/r8HJpxjuzu,data_image/hurricane_harvey/13_9_2017/907772978116653056_1.jpg,
Texas churches damaged during Harvey sue FEMA for federal funding https://t.co/vLPoAm0OTh https://t.co/vJ4SQhsUcw,data_image/hurricane_harvey/8_9_2017/905995342541410304_0.jpg,
A tornado spawned by #HurricaneIrma Piece turned a piece of roof into a spear in Palm Bay #FOX35 https://t.co/Q9pkZ69KDY,data_image/hurricane_harvey/10_9_2017/906983382290194433_0.jpg,
Wildfires sweep through California wine country https://t.co/I0dE7JLM2t https://t.co/7tq5ayDpxx,data_image/california_wildfires/10_10_2017/917817013409583106_0.jpg,
"Last week, I was on a boat! #Harveyflood #Harvey https://t.co/kXltJ4zybE",data_image/hurricane_harvey/12_9_2017/907475708976525312_0.jpg,
"California wildfires threatening state's wine, tourism industries https://t.co/XZgYuv4a3n #usa #vacation #travel https://t.co/Kh6xyPB6Vv",data_image/california_wildfires/16_10_2017/919875217622814721_0.jpg,
"RT @JimMustian: Water levels remain high outside Eastgate, Texas. So many roads still inundated. #Harvey https://t.co/gqlfu0b9vW",data_image/hurricane_harvey/13_9_2017/908111834418466816_0.jpg,
Iran Iraq earthquake pictures show devastating damage as villages cut off by landslides | The Locus ... https://t.co/AcFSi8acFl,data_image/iraq_iran_earthquake/13_11_2017/930029077343490048_0.jpg,
